-0.037073,1.0452,0.53043,-0.86839,1.0599,0.63823,0.15382,0.97326,0.19456,-0.34815,0.033713,3.2131,-0.75905,1.8189,1.1339,-0.3181,0.6109,2.1295,2.8124,2.0125
0.44773,1.2464,1.0184,0.069737,0.95873,0.6117,1.1255,1.9863,0.84864,0.29684,1.2008,1.8515,1.8817,0.78194,0.40688,0.16645,1.9231,1.3073,1.208,0.64181
2.4793,1.4713,2.0091,2.3533,0.66333,-0.4782,2.1714,0.94414,1.3801,2.5647,1.8757,0.62512,2.4598,1.3756,1.2063,0.84313,2.2659,0.18101,0.65154,0.1019
1.9661,2.6952,0.13647,1.609,1.6303,1.1757,-0.15137,1.8741,-0.10253,0.10449,-0.1673,1.5906,0.26662,1.6173,0.49103,0.92447,-0.63908,-0.049839,0.55435,2.7491
0.15795,0.54701,-0.93511,0.28422,-0.059726,1.3293,1.6531,-0.23267,-0.2192,-0.802,3.325,-0.12279,-0.96493,0.25036,1.6476,0.43821,1.7402,1.529,0.28697,1.5433
-0.10502,0.86485,0.42502,-0.87077,1.4862,3.0611,0.41146,1.067,-0.29584,0.39129,1.3438,0.8735,1.6275,0.93455,1.2356,-1.4091,2.2038,1.2609,0.69061,2.3555
1.8264,3.1512,0.057446,-0.14642,1.5893,0.7782,0.18399,0.76075,1.1461,1.2628,1.2759,1.3534,-0.20087,1.5726,1.1923,1.2287,1.8703,0.96807,0.96065,-0.80394
0.46518,0.3898,1.5768,0.6164,-0.084699,1.2226,1.2838,0.85401,-0.21689,2.6396,2.3338,1.3577,2.9866,1.5195,-1.0451,1.0719,0.10617,0.97418,1.7003,0.16087
1.1672,1.4569,1.8215,-0.73404,0.68517,1.9311,1.5368,1.977,0.95022,1.6172,0.48619,0.28726,1.9789,2.5089,-0.65338,0.78347,1.0429,1.5861,-1.9337,2.3083
0.99786,-0.26237,1.6444,0.9934,1.6037,1.01,1.0069,-0.75464,0.26162,-0.81962,-0.29019,0.91858,1.2358,2.7037,1.2795,1.6716,0.1068,2.7764,2.8715,0.74819
1.2299,3.6301,1.5028,0.38712,0.2851,1.957,-2.3663,1.7152,0.42462,3.1088,0.52238,4.2948,-2.1544,1.4434,-1.5881,0.13724,0.14405,1.4995,2.0356,-0.14788
0.078546,0.44531,0.98119,1.3085,-0.041367,0.44348,0.19832,0.25293,1.2585,1.3649,1.3957,0.99349,0.46501,1.3843,-0.24697,2.4346,2.2473,0.59438,0.015904,0.60732
0.90702,1.077,0.38736,1.8878,0.71373,1.1667,1.5385,0.3196,0.97457,0.20532,-0.27414,0.23752,0.8389,1.7385,0.47979,1.3727,-0.51616,4.2104,-0.87184,1.3132
0.7113,-0.2077,2.9872,1.8838,0.40907,1.4014,0.49483,1.0836,0.97281,0.79029,0.5671,-0.78218,0.67678,-0.42536,0.25825,2.1337,0.95495,-0.14775,2.0263,1.2457
1.0988,1.8041,-0.47626,1.3706,0.45526,1.0323,1.1554,1.4916,1.9869,1.886,1.8541,0.14119,0.83368,0.59687,-0.33127,2.9267,1.4378,1.1887,-0.68525,-0.08768
1.211,1.7681,2.3456,2.2439,1.4582,0.46946,0.19771,-0.33074,2.2545,2.2464,1.1032,-0.15729,1.1887,0.019575,2.5558,0.26525,0.67915,-0.31126,1.2425,1.1317
0.9788,1.2364,0.069939,0.12869,-0.21939,0.31917,0.38651,-0.090363,-0.77005,1.6857,0.02898,3.64,1.6914,0.71941,0.20788,1.9189,1.6051,0.50106,0.36996,1.0729
2.8563,0.58213,0.47349,1.6824,1.6186,1.0662,1.8875,-0.65471,0.8379,1.2633,2.9124,2.7158,2.1688,1.5383,1.582,0.094165,2.2443,-1.286,0.77373,1.117
-0.53345,0.29999,0.21692,1.1305,2.4686,0.29326,-0.091468,1.1511,1.9482,-0.97492,1.0645,1.7217,1.5917,1.2984,0.58514,0.25946,1.7975,-0.22187,1.4956,-0.28434
-1.44,0.75417,0.25157,-0.17115,-1.3498,-0.21725,1.4664,2.6367,0.44657,1.5711,1.3952,1.7204,1.7118,2.9565,0.54743,2.5893,3.2038,1.8876,1.2994,0.75466
2.5682,1.1302,1.2703,-0.90741,0.3993,1.8803,1.5891,1.0789,1.9966,-0.36784,0.64999,0.77112,-0.67685,2.4033,0.78936,1.0283,1.6537,0.64946,0.36708,0.81162
1.5647,1.4775,0.73016,3.3755,0.88048,1.7688,1.8216,1.8811,3.0706,1.0568,1.4404,-0.25236,1.2071,1.1525,0.28625,1.0044,1.9954,1.1263,-0.3157,2.9202
2.3879,0.24704,1.5833,1.5415,-0.49236,1.6895,2.2052,2.8253,0.65292,1.4555,1.352,0.66742,1.1043,0.32856,0.8453,0.90633,2.1421,3.6492,2.9805,2.2868
1.4232,0.94646,1.5715,0.94786,2.1964,-0.1199,3.134,0.0044545,1.6527,-1.2764,0.94748,0.041226,1.8839,2.5493,-0.37776,0.16163,2.1727,0.90544,1.7775,-1.0331
0.42616,0.61888,0.15568,0.643,-0.50691,2.2543,0.6067,1.5325,-1.4981,1.0835,0.72346,1.7919,0.014728,0.58558,1.0132,2.2459,-0.11623,1.0553,-0.24831,2.3927
1.952,0.99556,0.25689,3.1692,0.62504,1.2981,1.1496,0.30645,1.5231,1.1776,0.80766,1.5896,1.3548,1.5352,1.5947,1.3906,3.9077,-1.8508,-0.42762,-1.4311
1.8482,0.95607,0.79613,0.89241,-0.90381,-0.19788,-0.50166,0.836,0.51799,-0.067063,1.1102,2.3975,-0.24831,0.40697,1.0337,0.33323,-0.13346,2.6121,1.8144,1.0055
1.4206,0.21054,3.0793,1.6123,-0.36511,0.80475,0.99161,0.6158,0.65534,0.11182,2.0639,-0.27757,1.5644,1.5098,1.3164,1.4489,0.33763,2.5269,2.3239,2.0242
0.4224,0.63654,1.4133,2.5049,1.2559,0.35096,1.5392,-0.19407,1.5414,2.7708,1.8089,1.3477,1.8079,-0.13742,1.7923,-0.012538,1.053,0.18076,1.1483,1.1621
1.9771,0.068141,-0.97059,1.1715,0.84197,-0.59804,2.3423,1.7924,0.84341,1.2415,0.92667,-1.1719,1.8058,0.22336,1.8061,1.3777,1.0625,0.10835,0.90019,-0.86851
0.14783,0.3814,-0.069598,1.0326,0.39109,1.4828,0.76248,-1.4986,-0.53588,1.3789,0.63457,-0.11857,3.0056,1.6995,-0.065351,-0.56812,1.8444,2.0441,1.8646,1.0916
0.86631,0.73312,2.4371,1.163,0.13743,0.33813,-0.33407,1.6166,1.0359,1.5015,2.0308,2.4726,0.31369,1.9693,0.7007,0.30431,1.7347,1.2218,2.5072,-0.47457
0.72316,0.7341,-1.1783,0.2453,3.3493,-0.13266,-0.29861,1.7772,1.1846,1.4403,1.693,1.2674,1.6468,1.3029,1.4384,0.47054,-1.0857,1.2146,1.5014,1.6223
0.31226,1.4996,1.1216,1.0642,1.5018,-0.063702,0.69726,0.23784,1.1094,1.0698,1.253,1.4713,0.92308,1.4053,1.1368,0.17805,0.67381,1.7797,1.7067,1.1398
0.87505,1.0316,0.72032,1.3644,1.9818,0.26814,-0.22056,1.1075,-0.26885,0.85447,2.2792,0.015065,2.2755,1.0079,1.3796,1.559,1.9911,0.38999,-0.16889,-0.82962
1.178,1.7187,0.40384,1.6226,-0.84548,0.2584,-0.24489,1.4627,3.0992,-0.5547,0.73571,-0.37941,0.76332,3.4481,0.75472,1.3423,1.8979,2.6107,1.6853,0.201
-0.12117,1.0745,-0.59409,-1.1204,1.2306,1.4216,2.2,2.2605,0.97395,0.849,1.8656,0.86563,1.4759,0.3921,1.1923,0.52943,0.91361,0.91093,-0.37466,-0.63339
0.046734,1.7835,0.70143,1.9107,1.1837,3.1365,-0.019534,0.36917,1.0439,0.72014,0.54489,0.43879,0.40148,-1.169,1.3022,0.39535,0.36891,0.80439,2.1535,2.5123
2.2844,0.52978,-2.0043,-1.1397,0.99268,1.2415,1.2371,-0.31179,1.2935,0.4056,0.33004,-0.98754,0.84409,1.6861,1.4249,1.8076,1.1087,-0.4764,0.86955,1.793
1.3298,2.2415,0.68833,2.6384,-0.54712,1.2589,0.9235,1.92,-0.32972,0.15578,0.30943,2.0589,1.0214,2.0141,1.0721,0.95327,0.41285,0.063904,0.69146,1.7445
-0.52955,0.32514,0.55843,0.38243,0.22423,-0.7057,-0.60098,1.6607,0.31109,-0.44921,1.5822,1.5862,0.78071,0.2175,1.0917,1.2433,0.72441,-0.30128,0.35185,1.3119
1.7391,0.99146,0.5469,0.54939,1.7694,1.2627,-0.70232,1.361,0.9264,1.3634,-0.36159,1.1584,0.88246,-0.63463,2.4862,0.73413,-0.032006,-0.73684,0.81587,2.5494
1.6365,0.70895,2.5122,-0.22831,0.6227,1.1306,-0.39792,1.0974,0.042407,0.90954,-0.2004,0.38411,1.3666,2.0398,1.7412,0.76679,1.3008,-0.78649,0.9558,1.2695
-1.2143,0.55663,0.83409,2.298,1.4795,0.71095,1.4921,1.1257,1.3325,1.2263,2.1566,1.385,-0.57505,2.1157,-1.1417,2.447,1.8903,0.23959,0.30264,0.66593
1.0168,0.44216,0.39934,-1.6235,0.90023,1.1113,0.41659,0.80572,1.3858,2.924,1.2447,-0.099305,0.36136,-0.42902,2.3817,0.39657,0.98155,2.5496,2.5049,2.0182
0.47286,0.45202,0.50944,-1.1487,0.84772,1.8332,1.6236,0.87384,1.3963,1.2365,0.27734,0.21832,1.2089,1.4629,0.42959,0.48512,0.92951,1.6672,1.6622,1.6144
2.152,0.55069,2.7676,0.93341,0.20503,0.36835,2.7009,-1.068,0.85027,1.0093,2.0422,2.1282,2.3868,0.10981,0.90941,2.0668,2.3532,0.96703,0.79287,2.6116
