1.6705,1.0707,2.2867,1.1648,1.3937,1.872,1.379,2.2755
-0.19003,1.9881,0.64894,1.8575,1.7556,0.36145,1.4202,1.0157
-0.45341,1.3072,1.922,1.6551,0.96826,2.1542,0.80539,-0.56196
0.27708,1.6503,-0.61879,1.0465,0.40464,-0.13416,0.55411,1.8051
1.336,0.013047,0.59374,-0.65576,2.0071,1.5367,0.66178,0.80139
2.8658,1.8674,1.172,0.5513,1.6056,0.036517,-1.2165,0.058576
0.378,0.97233,-1.4184,-0.99109,2.0884,0.46555,-0.17355,2.4032
0.81963,0.34199,1.2246,0.62492,0.54626,0.32246,0.089233,1.1968
-0.59471,2.1382,0.37637,1.8817,1.0547,2.2523,1.1516,-0.066189
2.2009,1.7458,-0.11166,1.4737,2.0458,1.8007,1.2231,2.6529
1.5854,0.81242,2.1753,3.4266,-0.06494,1.194,0.58045,2.1106
1.8751,1.2766,1.2944,0.8071,1.5661,2.2876,1.584,-0.31459
1.7289,0.62392,0.24674,1.7075,1.4737,0.042056,1.2523,1.2281
-1.091,0.15307,0.63176,1.1087,2.5526,-0.71542,1.8537,1.7811
2.1185,1.2094,-0.44135,0.062548,2.9682,1.4361,0.96039,0.24057
0.93022,0.72862,-0.053002,1.0313,2.3092,1.0607,1.0945,1.4062
0.38111,0.61007,2.3656,0.42987,-0.12545,1.0681,1.621,0.87911
0.53614,1.3622,3.0058,0.077911,-0.63647,0.074389,1.0306,0.78675
2.0848,0.52298,1.7591,0.39715,-0.34177,1.708,2.0699,-0.036987
2.9005,0.67301,0.263,0.79948,1.7247,1.4988,0.378,2.3459
2.0135,2.6667,1.3434,3.6436,0.47029,-0.32232,1.4593,1.4809
2.8091,-1.2719,0.45738,0.47113,-0.071923,0.95583,0.84995,0.95952
0.45424,0.23397,0.29511,0.30824,0.81185,2.2088,1.4346,1.2003
-0.52931,-0.27001,1.9883,0.27632,0.89567,0.90745,0.16404,2.4204
0.60502,3.0369,2.9935,0.99868,-0.3617,3.0257,1.7983,0.77047
-0.083556,0.74342,1.2756,2.1477,1.025,1.0719,-1.4072,0.30969
-0.11188,2.6377,1.9828,-0.16091,-0.089895,0.75353,0.30757,1.4025
0.62009,1.1785,0.30381,-1.4546,0.16454,-0.28169,3.1643,1.9057
-0.5025,1.0617,0.73203,0.91439,1.9029,1.0208,2.6554,0.61587
0.090774,-0.17746,0.66119,1.9964,0.46477,1.5974,1.069,-0.28354
0.88613,-0.073345,2.3264,-1.4145,0.30145,2.8868,-0.0090233,-0.7139
1.1091,0.92915,0.55243,1.7708,2.5,0.18964,0.41692,-0.13218
0.20483,0.37677,1.0235,2.2507,2.0277,0.78978,0.31618,2.5351
0.73113,3.0675,1.6044,1.1742,1.4349,1.0775,1.5609,1.9897
0.9672,-0.14258,0.57002,-0.95966,1.3119,1.3354,2.6452,-0.17045
0.63825,2.3913,0.071924,1.02,0.092431,1.4301,0.86449,0.81159
1.6992,1.4248,0.77937,1.5643,0.31866,2.4799,0.94706,1.3106
0.090724,0.65922,0.28255,1.8319,1.7853,1.7109,0.84097,0.33855
1.453,-0.034397,0.45639,1.709,1.0602,0.44015,2.2492,1.3304
2.5014,0.25214,1.8744,1.7333,0.45888,3.4032,0.7204,0.28304
2.6691,0.32156,0.88852,2.1254,3.0707,0.4493,1.3156,-0.11219
0.47508,-0.35007,1.8212,-0.19838,0.41039,1.4246,-0.0031601,0.039991
1.5002,2.5247,-0.36213,2.0345,0.33184,2.4923,1.7361,1.6121
0.01999,0.18551,0.90258,-0.75706,0.50533,2.56,-0.24467,0.56807
1.4684,-0.21723,-0.24317,1.0534,-1.3861,-0.008879,1.4571,0.61613
-0.67212,1.0169,0.98678,1.3269,1.5232,0.8282,0.062738,0.96281
-0.72529,1.0201,-0.17406,2.0957,2.0573,0.22601,4.1217,0.024286
0.079249,-0.38336,1.3217,0.021671,1.537,0.86061,1.2497,0.46109
-0.83498,0.52549,1.8303,1.1819,-0.20168,0.84499,0.18813,1.6558
1.5002,1.2433,0.57279,2.3352,-0.24419,-0.27277,0.79945,1.9936
