4.9607,2.7258,3.318,1.6349,5.2502,0.47245,7.5007,0.29875,0.89329,3.6916,4.0565,1.2237,0.21354,1.4045,2.7756,1.9789,2.8677,0.4287,1.8112,2.7746
2.2527,4.7145,1.2895,0.43604,2.8814,2.8386,4.0923,4.8249,5.4616,2.1893,2.1891,3.5867,2.9808,-0.60629,3.4293,2.6992,0.67967,4.1904,0.94967,0.94533
-0.36273,0.2673,1.347,1.781,0.9608,0.87331,0.74661,0.34431,0.25244,0.098949,0.32551,0.72167,1.5748,0.83046,0.73974,1.6394,0.41757,1.305,2.0603,2.8903
1.8943,0.96328,0.36364,0.36108,1.6999,2.2794,-0.76399,1.2616,2.0215,1.4639,0.99131,2.251,1.7262,-0.12317,1.4905,0.59568,1.1296,1.2286,0.063357,0.78952
2.4608,2.3728,2.2863,0.05413,0.32624,1.7567,1.5485,0.41813,4.4328,2.1228,1.2762,2.447,0.31608,0.62076,4.2278,0.52346,0.91586,1.6667,1.7053,-0.5008
0.84763,0.8273,0.7423,0.693,0.81194,2.9282,2.0832,1.1327,1.2783,-0.28585,0.29474,0.066306,0.19137,0.064373,3.2081,2.7879,2.542,-1.5245,1.7716,1.417
0.49424,1.9901,2.1073,1.1213,3.3673,5.2382,0.18922,0.88298,4.5018,4.7338,1.0113,4.3215,1.173,1.0896,2.811,-1.4274,2.398,1.9759,4.9137,1.1266
3.1698,0.10837,1.7958,0.93139,1.659,2.0677,1.8698,-0.36788,1.2022,2.6136,-0.063358,-0.8493,2.1834,0.91736,1.0006,0.27419,1.0364,0.50064,0.14747,1.0879
0.66815,6.0438,3.4489,2.0395,2.8875,7.0007,3.3945,1.7091,3.9057,6.0423,1.3502,3.3676,2.7009,-0.038095,4.1602,4.3684,3.1079,2.738,1.0958,3.0511
3.7351,0.70623,0.89601,1.5475,1.4996,1.6443,0.25326,2.2877,-0.47917,-1.4076,2.6982,1.4706,1.1629,1.6539,1.3761,3.1097,1.0494,4.7477,1.0755,-0.23497
